Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
2700	a	sp|Q8IUR0|TPPC5_HUMAN	Q8IUR0	TPPC5_HUMAN	TRAPPC5	188	14.40	Homo sapiens OX=9606	Trafficking protein particle complex subunit 5 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2701	a	sp|Q8IV48|ERI1_HUMAN	Q8IV48	ERI1_HUMAN	ERI1	349	4.90	Homo sapiens OX=9606	3'-5' exoribonuclease 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215)		
2702	a	sp|Q8IVD9|NUDC3_HUMAN	Q8IVD9	NUDC3_HUMAN	NUDCD3	361	4.70	Homo sapiens OX=9606	NudC domain-containing protein 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2703	a	sp|Q8IVM0|CCD50_HUMAN	Q8IVM0	CCD50_HUMAN	CCDC50	306	9.50	Homo sapiens OX=9606	Coiled-coil domain-containing protein 50 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2704	a	sp|Q8IX07|FOG1_HUMAN	Q8IX07	FOG1_HUMAN	ZFPM1	1006	1.70	Homo sapiens OX=9606	Zinc finger protein ZFPM1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2705	a	sp|Q8IX90|SKA3_HUMAN	Q8IX90	SKA3_HUMAN	SKA3	412	2.70	Homo sapiens OX=9606	Spindle and kinetochore-associated protein 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2706	a	sp|Q8IXH7|NELFD_HUMAN	Q8IXH7	NELFD_HUMAN	NELFCD	590	2.40	Homo sapiens OX=9606	Negative elongation factor C/D 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	10C(57.0215), 9C(57.0215)		
2707	a	sp|Q8IXM3|RM41_HUMAN	Q8IXM3	RM41_HUMAN	MRPL41	137	10.90	Homo sapiens OX=9606	39S ribosomal protein L41, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2708	a	sp|Q8IYI6|EXOC8_HUMAN	Q8IYI6	EXOC8_HUMAN	EXOC8	725	4.80	Homo sapiens OX=9606	Exocyst complex component 8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2709	a	sp|Q8N122|RPTOR_HUMAN	Q8N122	RPTOR_HUMAN	RPTOR	1335	1.40	Homo sapiens OX=9606	Regulatory-associated protein of mTOR 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2710	a	sp|Q8N1G0|ZN687_HUMAN	Q8N1G0	ZN687_HUMAN	ZNF687	1237	2.20	Homo sapiens OX=9606	Zinc finger protein 687 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	4C(57.0215)		
2711	a	sp|Q8N4H5|TOM5_HUMAN	Q8N4H5	TOM5_HUMAN	TOMM5	51	19.60	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM5 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2712	a	sp|Q8N4P3|MESH1_HUMAN	Q8N4P3	MESH1_HUMAN	HDDC3	179	8.90	Homo sapiens OX=9606	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2713	a	sp|Q8N5I9|CL045_HUMAN	Q8N5I9	CL045_HUMAN	C12orf45	185	8.60	Homo sapiens OX=9606	Uncharacterized protein C12orf45 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2714	a	sp|Q8N5P1|ZC3H8_HUMAN	Q8N5P1	ZC3H8_HUMAN	ZC3H8	291	5.80	Homo sapiens OX=9606	Zinc finger CCCH domain-containing protein 8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
2715	a	sp|Q8N6N3|CA052_HUMAN	Q8N6N3	CA052_HUMAN	C1orf52	182	9.30	Homo sapiens OX=9606	UPF0690 protein C1orf52 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2716	a	sp|Q8NCA5|FA98A_HUMAN	Q8NCA5	FA98A_HUMAN	FAM98A	518	2.90	Homo sapiens OX=9606	Protein FAM98A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2717	a	sp|Q8ND04|SMG8_HUMAN	Q8ND04	SMG8_HUMAN	SMG8	991	2.40	Homo sapiens OX=9606	Protein SMG8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2718	a	sp|Q8ND82|Z280C_HUMAN	Q8ND82	Z280C_HUMAN	ZNF280C	737	2.40	Homo sapiens OX=9606	Zinc finger protein 280C 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2719	a	sp|Q8NDC0|MISSL_HUMAN	Q8NDC0	MISSL_HUMAN	MAPK1IP1L	245	6.90	Homo sapiens OX=9606	MAPK-interacting and spindle-stabilizing protein-like 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2720	a	sp|Q8NDF8|PAPD5_HUMAN	Q8NDF8	PAPD5_HUMAN	TENT4B	572	5.60	Homo sapiens OX=9606	Terminal nucleotidyltransferase 4B 	1:Experimental evidence at protein level	0.9921	0.9990	2	1	1	1	1	1	1	     0	     0	     0			
2721	a	sp|Q8NEY8|PPHLN_HUMAN	Q8NEY8	PPHLN_HUMAN	PPHLN1	458	3.30	Homo sapiens OX=9606	Periphilin-1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2722	a	sp|Q8NHV4|NEDD1_HUMAN	Q8NHV4	NEDD1_HUMAN	NEDD1	660	3.20	Homo sapiens OX=9606	Protein NEDD1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2723	a	sp|Q8NI22|MCFD2_HUMAN	Q8NI22	MCFD2_HUMAN	MCFD2	146	24.00	Homo sapiens OX=9606	Multiple coagulation factor deficiency protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2724	a	sp|Q8NI51|CTCFL_HUMAN	Q8NI51	CTCFL_HUMAN	CTCFL	663	2.10	Homo sapiens OX=9606	Transcriptional repressor CTCFL 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2725	a	sp|Q8TAE6|PP14C_HUMAN	Q8TAE6	PP14C_HUMAN	PPP1R14C	165	12.70	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 14C 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2726	a	sp|Q8TEA8|DTD1_HUMAN	Q8TEA8	DTD1_HUMAN	DTD1	209	7.70	Homo sapiens OX=9606	D-aminoacyl-tRNA deacylase 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2727	a	sp|Q8WUK0|PTPM1_HUMAN	Q8WUK0	PTPM1_HUMAN	PTPMT1	201	6.50	Homo sapiens OX=9606	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2728	a	sp|Q8WUX9|CHMP7_HUMAN	Q8WUX9	CHMP7_HUMAN	CHMP7	453	3.50	Homo sapiens OX=9606	Charged multivesicular body protein 7 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2729	a	sp|Q8WUZ0|BCL7C_HUMAN	Q8WUZ0	BCL7C_HUMAN	BCL7C	217	8.30	Homo sapiens OX=9606	B-cell CLL/lymphoma 7 protein family member C 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2730	a	sp|Q8WVM0|TFB1M_HUMAN	Q8WVM0	TFB1M_HUMAN	TFB1M	346	6.10	Homo sapiens OX=9606	Dimethyladenosine transferase 1, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2731	a	sp|Q8WYP5|ELYS_HUMAN	Q8WYP5	ELYS_HUMAN	AHCTF1	2266	0.70	Homo sapiens OX=9606	Protein ELYS 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2732	a	sp|Q8WYQ3|CHC10_HUMAN	Q8WYQ3	CHC10_HUMAN	CHCHD10	142	16.20	Homo sapiens OX=9606	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	15C(57.0215), 5C(57.0215)		
2733	a	sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	7.80	Homo sapiens OX=9606	AP-3 complex subunit sigma-1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2734	a	sp|Q92575|UBXN4_HUMAN	Q92575	UBXN4_HUMAN	UBXN4	508	3.10	Homo sapiens OX=9606	UBX domain-containing protein 4 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2735	a	sp|Q92600|CNOT9_HUMAN	Q92600	CNOT9_HUMAN	CNOT9	299	5.70	Homo sapiens OX=9606	CCR4-NOT transcription complex subunit 9 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215)		
2736	a	sp|Q92947|GCDH_HUMAN	Q92947	GCDH_HUMAN	GCDH	438	3.90	Homo sapiens OX=9606	Glutaryl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2737	a	sp|Q93100|KPBB_HUMAN	Q93100	KPBB_HUMAN	PHKB	1093	1.10	Homo sapiens OX=9606	Phosphorylase b kinase regulatory subunit beta 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2738	a	sp|Q969E8|TSR2_HUMAN	Q969E8	TSR2_HUMAN	TSR2	191	6.30	Homo sapiens OX=9606	Pre-rRNA-processing protein TSR2 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2739	a	sp|Q969V6|MRTFA_HUMAN	Q969V6	MRTFA_HUMAN	MRTFA	931	3.10	Homo sapiens OX=9606	Myocardin-related transcription factor A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2740	a	sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	37.80	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM6 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2741	a	sp|Q96BK5|PINX1_HUMAN	Q96BK5	PINX1_HUMAN	PINX1	328	4.30	Homo sapiens OX=9606	PIN2/TERF1-interacting telomerase inhibitor 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2742	a	sp|Q96BW1|UPP_HUMAN	Q96BW1	UPP_HUMAN	UPRT	309	6.10	Homo sapiens OX=9606	Uracil phosphoribosyltransferase homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2743	a	sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	7.20	Homo sapiens OX=9606	Phosphotriesterase-related protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2744	a	sp|Q96DA6|TIM14_HUMAN	Q96DA6	TIM14_HUMAN	DNAJC19	116	16.40	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM14 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2745	a	sp|Q96EB1|ELP4_HUMAN	Q96EB1	ELP4_HUMAN	ELP4	424	5.20	Homo sapiens OX=9606	Elongator complex protein 4 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	6C(57.0215), N-term(42.0106)		
2746	a	sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	3.10	Homo sapiens OX=9606	KIF-binding protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	10C(57.0215)		
2747	a	sp|Q96EL2|RT24_HUMAN	Q96EL2	RT24_HUMAN	MRPS24	167	11.40	Homo sapiens OX=9606	28S ribosomal protein S24, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2748	a	sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	15.20	Homo sapiens OX=9606	39S ribosomal protein L53, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2749	a	sp|Q96EV2|RBM33_HUMAN	Q96EV2	RBM33_HUMAN	RBM33	1170	1.60	Homo sapiens OX=9606	RNA-binding protein 33 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2750	a	sp|Q96EX1|SIM12_HUMAN	Q96EX1	SIM12_HUMAN	SMIM12	92	9.80	Homo sapiens OX=9606	Small integral membrane protein 12 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2751	a	sp|Q96G21|IMP4_HUMAN	Q96G21	IMP4_HUMAN	IMP4	291	4.80	Homo sapiens OX=9606	U3 small nucleolar ribonucleoprotein protein IMP4 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2752	a	sp|Q96GC5|RM48_HUMAN	Q96GC5	RM48_HUMAN	MRPL48	212	5.20	Homo sapiens OX=9606	39S ribosomal protein L48, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2753	a	sp|Q96GX2|A7L3B_HUMAN	Q96GX2	A7L3B_HUMAN	ATXN7L3B	97	20.60	Homo sapiens OX=9606	Ataxin-7-like protein 3B 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	4C(57.0215)		
2754	a	sp|Q96HR9|REEP6_HUMAN	Q96HR9	REEP6_HUMAN	REEP6	211	6.20	Homo sapiens OX=9606	Receptor expression-enhancing protein 6 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2755	a	sp|Q96I51|RCC1L_HUMAN	Q96I51	RCC1L_HUMAN	RCC1L	464	2.60	Homo sapiens OX=9606	RCC1-like G exchanging factor-like protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2756	a	sp|Q96IX5|ATPMD_HUMAN	Q96IX5	ATPMD_HUMAN	ATP5MD	58	25.90	Homo sapiens OX=9606	ATP synthase membrane subunit DAPIT, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2757	a	sp|Q96IY1|NSL1_HUMAN	Q96IY1	NSL1_HUMAN	NSL1	281	5.70	Homo sapiens OX=9606	Kinetochore-associated protein NSL1 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2758	a	sp|Q96JB2|COG3_HUMAN	Q96JB2	COG3_HUMAN	COG3	828	1.80	Homo sapiens OX=9606	Conserved oligomeric Golgi complex subunit 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2759	a	sp|Q96KP1|EXOC2_HUMAN	Q96KP1	EXOC2_HUMAN	EXOC2	924	1.20	Homo sapiens OX=9606	Exocyst complex component 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2760	a	sp|Q96NC0|ZMAT2_HUMAN	Q96NC0	ZMAT2_HUMAN	ZMAT2	199	10.10	Homo sapiens OX=9606	Zinc finger matrin-type protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 15C(57.0215), 17C(57.0215)		
2761	a	sp|Q96RL1|UIMC1_HUMAN	Q96RL1	UIMC1_HUMAN	UIMC1	719	2.10	Homo sapiens OX=9606	BRCA1-A complex subunit RAP80 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2762	a	sp|Q96S44|PRPK_HUMAN	Q96S44	PRPK_HUMAN	TP53RK	253	8.30	Homo sapiens OX=9606	EKC/KEOPS complex subunit TP53RK 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2763	a	sp|Q96S97|MYADM_HUMAN	Q96S97	MYADM_HUMAN	MYADM	322	7.10	Homo sapiens OX=9606	Myeloid-associated differentiation marker 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2764	a	sp|Q96ST2|IWS1_HUMAN	Q96ST2	IWS1_HUMAN	IWS1	819	2.30	Homo sapiens OX=9606	Protein IWS1 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2765	a	sp|Q96TA2|YMEL1_HUMAN	Q96TA2	YMEL1_HUMAN	YME1L1	773	5.80	Homo sapiens OX=9606	ATP-dependent zinc metalloprotease YME1L1 	1:Experimental evidence at protein level	0.9921	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
2766	a	sp|Q96TC7|RMD3_HUMAN	Q96TC7	RMD3_HUMAN	RMDN3	470	2.60	Homo sapiens OX=9606	Regulator of microtubule dynamics protein 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2767	a	sp|Q99504|EYA3_HUMAN	Q99504	EYA3_HUMAN	EYA3	573	3.30	Homo sapiens OX=9606	Eyes absent homolog 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2768	a	sp|Q99618|CDCA3_HUMAN	Q99618	CDCA3_HUMAN	CDCA3	268	6.70	Homo sapiens OX=9606	Cell division cycle-associated protein 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2769	a	sp|Q99627|CSN8_HUMAN	Q99627	CSN8_HUMAN	COPS8	209	10.00	Homo sapiens OX=9606	COP9 signalosome complex subunit 8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2770	a	sp|Q99707|METH_HUMAN	Q99707	METH_HUMAN	MTR	1265	1.00	Homo sapiens OX=9606	Methionine synthase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2771	a	sp|Q9BQ69|MACD1_HUMAN	Q9BQ69	MACD1_HUMAN	MACROD1	325	4.30	Homo sapiens OX=9606	ADP-ribose glycohydrolase MACROD1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	2C(57.0215)		
2772	a	sp|Q9BQT8|ODC_HUMAN	Q9BQT8	ODC_HUMAN	SLC25A21	299	4.70	Homo sapiens OX=9606	Mitochondrial 2-oxodicarboxylate carrier 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2773	a	sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	SDF4	362	3.60	Homo sapiens OX=9606	45 kDa calcium-binding protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2774	a	sp|Q9BRP8|PYM1_HUMAN	Q9BRP8	PYM1_HUMAN	PYM1	204	14.20	Homo sapiens OX=9606	Partner of Y14 and mago 	1:Experimental evidence at protein level	0.9921	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2775	a	sp|Q9BRU9|UTP23_HUMAN	Q9BRU9	UTP23_HUMAN	UTP23	249	10.00	Homo sapiens OX=9606	rRNA-processing protein UTP23 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	2	2	2	2	3	3	3	     0	     0	     0	9C(57.0215)		
2776	a	sp|Q9BSD7|NTPCR_HUMAN	Q9BSD7	NTPCR_HUMAN	NTPCR	190	6.80	Homo sapiens OX=9606	Cancer-related nucleoside-triphosphatase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2777	a	sp|Q9BSY4|CHCH5_HUMAN	Q9BSY4	CHCH5_HUMAN	CHCHD5	110	12.70	Homo sapiens OX=9606	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	9C(57.0215)		
2778	a	sp|Q9BT09|CNPY3_HUMAN	Q9BT09	CNPY3_HUMAN	CNPY3	278	6.50	Homo sapiens OX=9606	Protein canopy homolog 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215)		
2779	a	sp|Q9BTC0|DIDO1_HUMAN	Q9BTC0	DIDO1_HUMAN	DIDO1	2240	0.60	Homo sapiens OX=9606	Death-inducer obliterator 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	3	3	3	     0	     0	     0			
2780	a	sp|Q9BTZ2|DHRS4_HUMAN	Q9BTZ2	DHRS4_HUMAN	DHRS4	278	4.70	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 4 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2781	a	sp|Q9BUR5|MIC26_HUMAN	Q9BUR5	MIC26_HUMAN	APOO	198	10.10	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	10C(57.0215), 3C(57.0215)		
2782	a	sp|Q9BV40|VAMP8_HUMAN	Q9BV40	VAMP8_HUMAN	VAMP8	100	12.00	Homo sapiens OX=9606	Vesicle-associated membrane protein 8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2783	a	sp|Q9BVC4|LST8_HUMAN	Q9BVC4	LST8_HUMAN	MLST8	326	5.50	Homo sapiens OX=9606	Target of rapamycin complex subunit LST8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215), 17C(57.0215)		
2784	a	sp|Q9BVC5|ASHWN_HUMAN	Q9BVC5	ASHWN_HUMAN	C2orf49	232	9.50	Homo sapiens OX=9606	Ashwin 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2785	a	sp|Q9BVL4|SELO_HUMAN	Q9BVL4	SELO_HUMAN	SELENOO	669	2.50	Homo sapiens OX=9606	Protein adenylyltransferase SelO, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2786	a	sp|Q9BW60|ELOV1_HUMAN	Q9BW60	ELOV1_HUMAN	ELOVL1	279	4.70	Homo sapiens OX=9606	Elongation of very long chain fatty acids protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2787	a	sp|Q9BW66|CINP_HUMAN	Q9BW66	CINP_HUMAN	CINP	212	9.00	Homo sapiens OX=9606	Cyclin-dependent kinase 2-interacting protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2788	a	sp|Q9BXS5|AP1M1_HUMAN	Q9BXS5	AP1M1_HUMAN	AP1M1	423	2.80	Homo sapiens OX=9606	AP-1 complex subunit mu-1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2789	a	sp|Q9BY32|ITPA_HUMAN	Q9BY32	ITPA_HUMAN	ITPA	194	8.80	Homo sapiens OX=9606	Inosine triphosphate pyrophosphatase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2790	a	sp|Q9BZD4|NUF2_HUMAN	Q9BZD4	NUF2_HUMAN	NUF2	464	3.00	Homo sapiens OX=9606	Kinetochore protein Nuf2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2791	a	sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	2.80	Homo sapiens OX=9606	Alpha-ketoglutarate-dependent dioxygenase FTO 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2792	a	sp|Q9GZM8|NDEL1_HUMAN	Q9GZM8	NDEL1_HUMAN	NDEL1	345	3.60	Homo sapiens OX=9606	Nuclear distribution protein nudE-like 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			sp|Q9NXR1|NDE1_HUMAN
2793	a	sp|Q9GZS1|RPA49_HUMAN	Q9GZS1	RPA49_HUMAN	POLR1E	419	2.90	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA49 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2794	a	sp|Q9H000|MKRN2_HUMAN	Q9H000	MKRN2_HUMAN	MKRN2	416	4.30	Homo sapiens OX=9606	Probable E3 ubiquitin-protein ligase makorin-2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2795	a	sp|Q9H074|PAIP1_HUMAN	Q9H074	PAIP1_HUMAN	PAIP1	479	4.20	Homo sapiens OX=9606	Polyadenylate-binding protein-interacting protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	17C(57.0215)		
2796	a	sp|Q9H0E9|BRD8_HUMAN	Q9H0E9	BRD8_HUMAN	BRD8	1235	2.00	Homo sapiens OX=9606	Bromodomain-containing protein 8 	1:Experimental evidence at protein level	0.9921	0.9990	2	1	1	1	1	1	1	     0	     0	     0			
2797	a	sp|Q9H0G5|NSRP1_HUMAN	Q9H0G5	NSRP1_HUMAN	NSRP1	558	2.50	Homo sapiens OX=9606	Nuclear speckle splicing regulatory protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
